1 0:0.2239092084950353 1:0.1621108255323827 2:-0.02500837537056851 3:0.03139566251652343 4:0.06405456392171488 5:-0.08150580278966807 6:-0.0223874819801026 7:0.08727560598588208 8:0.1231505036050229 9:-0.06910264230256338
1 0:0.1675813385912242 1:0.1090472956796179 2:-0.01381981619753152 3:0.04270415011128375 4:0.04955213027621017 5:-0.077223354215566 6:-0.001028979019754079 7:-0.004873019549608496 8:0.1267664265742342 9:-0.04192194061029051
-1 0:0.2270486048325605 1:0.1235068904387033 2:-0.01546830612982172 3:0.04638682777154225 4:0.06787232392579605 5:-0.09500519851225858 6:0.01716273889566667 7:0.02849567705741865 8:0.08359050776936443 9:-0.07431599883645933
-1 0:0.1912686278424275 1:0.09161932265233963 2:-0.006774201283102219 3:0.02487831092716993 4:0.04292053315838202 5:-0.05594702915103011 6:0.002818684904413313 7:0.01533242482135259 8:0.001777868865368337 9:-0.05544163311942932
-1 0:0.2747729258676758 1:0.1431219854476103 2:0.06557057207838585 3:-0.01063259195044795 4:0.007017756130288899 5:-0.0289933158045627 6:0.07698709695954135 7:0.06520098639553012 8:-0.02709054531610283 9:-0.03878652735874664
1 0:0.2903272757949558 1:0.2107265683933562 2:-0.01665090227174297 3:0.01924870780514452 4:0.05897916680400594 5:-0.09382698522266011 6:0.1157159133888958 7:0.1890522484540594 8:0.05036021457095492 9:-0.1371645204227284
1 0:0.1553079410972205 1:0.09758754380517684 2:-0.0001603755538068614 3:0.03458451680904596 4:0.02019021729242751 5:-0.04125767339948164 6:-0.0160963553096375 7:0.04193033833945844 8:0.06829764044019537 9:-0.05284532873291656
-1 0:0.2002363100931279 1:0.1087709825364285 2:-0.02412910091410237 3:0.02417844593656175 4:0.006540172288400692 5:-0.04075188872996804 6:0.02972694949629915 7:-0.04915545808060177 8:0.07111591970039526 9:-0.04937173535485553
-1 0:0.297980444927317 1:0.1946941910829823 2:-0.03467622933966723 3:0.01110345138792774 4:0.0336219665792899 5:-0.06069633162972354 6:0.07961908542702291 7:0.06233602389739314 8:0.07659519272239049 9:-0.1440405946421023
1 0:0.2392960848821091 1:0.1831137287011522 2:0.005221876741976906 3:0.01858584864850959 4:0.06794772618470811 5:-0.07319839525051716 6:-0.01324829648301991 7:0.09480753163136989 8:0.04374440326691757 9:-0.06258516474813085
-1 0:0.2868845561395817 1:0.1917461363030903 2:-0.03184004022363871 3:0.04738022215948257 4:0.04951203721328067 5:-0.09135911440571184 6:0.1049734132654734 7:0.2038033040777258 8:0.01271918936171062 9:-0.1139686980048275
-1 0:0.2513687215187531 1:0.1508775575046686 2:-0.02752340493568462 3:0.08675365141331264 4:0.06463956936106596 5:-0.1074614301594525 6:0.02371145629930958 7:0.1204541596324157 8:0.07545905611846805 9:-0.1383565915162961
-1 0:0.2502779197533695 1:0.1651723792125062 2:-0.0205589901721789 3:0.1011266390739375 4:0.07588721113574931 5:-0.09897755682403601 6:0.03980282408962587 7:0.1176289639428916 8:0.03432390154005041 9:-0.1145102099956429
-1 0:0.2406164976997072 1:0.1276401593967006 2:-0.0263484021494874 3:-0.01431536232109111 4:0.04835490363656118 5:-0.06510299288565329 6:0.04722665172727592 7:-0.0008126805691673627 8:0.0447722398332918 9:-0.04315497414415687
-1 0:0.1738652850258428 1:0.08193062545160533 2:-0.005718930596189358 3:0.02047951792124817 4:0.01317751881215826 5:-0.007757634858427741 6:0.007200687155296588 7:0.01829626549521837 8:0.02822633413748495 9:-0.02362057065750811
1 0:0.2190879271084935 1:0.1663237699996414 2:0.01982399003519525 3:-0.009738201430407168 4:0.03303267581783318 5:-0.03915479255366265 6:0.02494762032398466 7:0.04810069680236995 8:0.0281067118193772 9:-0.04669729107012226
-1 0:0.2619922380550935 1:0.1599103979156847 2:-0.03626240393745511 3:0.04673756928675446 4:0.01047809223506482 5:-0.06337634149437073 6:0.1069111831312261 7:0.1026314560546162 8:0.04091142919213679 9:-0.1038477606196776
-1 0:0.2504948004450487 1:0.154287916619908 2:-0.08153108366255639 3:0.01210987707712774 4:0.06060172400363029 5:-0.0682159308419555 6:-0.01141400719478612 7:0.1190979451760388 8:-0.007158275458688146 9:-0.03941944800594881
1 0:0.1703019993489662 1:0.08726362392930084 2:0.03950306443122711 3:-0.01274925400356108 4:0.001211718481154882 5:0.0128879600419701 6:0.005153336373432433 7:0.05931003857406248 8:-0.03687374655416809 9:-0.02751230938318116
1 0:0.2152506636599568 1:0.1384481463093437 2:-0.006718674937114236 3:0.02066386494833922 4:0.07567023012326445 5:-0.07867783384335174 6:0.03035827267131686 7:0.05635102933392475 8:0.07071718906279387 9:-0.06545742952008761
1 0:0.2068347192679736 1:0.1123022086031501 2:0.0402451139546534 3:-0.05564005991967966 4:0.02797652180425034 5:-0.01760786685981534 6:0.06307036928769359 7:0.05890131914079649 8:-0.03596533323363078 9:-0.03707681449817019
1 0:0.2031220519293314 1:0.1706174892955268 2:-0.009500602285927114 3:0.05624603629819049 4:0.07594966921421478 5:-0.05911008044193289 6:0.008152316711353792 7:0.1374442031677644 8:0.01894296026307853 9:-0.01991919746595955
1 0:0.2279823358729621 1:0.1261043428579433 2:0.04498319573029351 3:-0.02074753397802499 4:-0.01201202123063994 5:-0.007250519639794306 6:0.06790671233923669 7:0.003116669764974803 8:-0.02615052489806128 9:-0.1067031837961285
-1 0:0.1655289278197902 1:0.1361289925751234 2:0.0185122095272654 3:0.03366774370861256 4:0.05729503751653071 5:-0.02094403491268362 6:-0.01364438107589043 7:0.08783866941561286 8:0.01585688194681007 9:0.01043629783347487
-1 0:0.2296403903435312 1:0.1833922609832725 2:0.02573486128627752 3:0.05700426605687858 4:0.09999111415433755 5:-0.05708100137771474 6:-0.06682605100347215 7:0.1920394387174598 8:0.05656876335904764 9:-0.001940315733953445
-1 0:0.2130098263259038 1:0.1102013379672578 2:0.01769046862767785 3:0.008791630186611917 4:0.03038156405563398 5:-0.03790362710677534 6:-0.008562064434601203 7:0.01324337353383042 8:0.02075810563551725 9:-0.02724711373614884
-1 0:0.2286931457638471 1:0.155349797422701 2:0.008820138679874745 3:0.02329521220926921 4:0.0311176510505944 5:-0.0536657670444991 6:-0.02310728142803261 7:-0.007198995816743115 8:0.1385742365315172 9:-0.000660567669306912
-1 0:0.2095383417684537 1:0.1779233867432428 2:-0.0146557778858144 3:0.0250780869669158 4:0.08258236983523842 5:-0.07782437564501256 6:0.04372182673730805 7:0.1276869185744728 8:0.07018574803430275 9:-0.08262702397474458
-1 0:0.2574299644466461 1:0.1442009511953155 2:0.01155076332667003 3:-0.02313542202298241 4:0.04995588019157249 5:-0.0465257946603819 6:-0.01911262888791676 7:0.08608221216409495 8:0.01956755593940948 9:-0.1219855639324551
-1 0:0.2008897128287096 1:0.1300203225532144 2:0.02220177457880651 3:0.06611402070472784 4:0.05696565931439586 5:-0.04445251171146388 6:-0.03491098384365219 7:0.1660107907768105 8:-0.06189149321267366 9:-0.04254900708564249
1 0:0.24405841445982 1:0.1679135555529251 2:0.0137455503171634 3:0.001213657847342447 4:0.07339821882738197 5:-0.0213552087315442 6:-0.0112292349035309 7:0.1889614387824594 8:-0.01192768017006721 9:-0.03378108529664182
1 0:0.2857394858970652 1:0.2337911297332161 2:0.02951206486953577 3:0.02306517561785633 4:0.03349915339493079 5:0.01823929462706933 6:-0.05548453837657821 7:0.1724890298877683 8:-0.04182747792235197 9:0.05565024135997765
-1 0:0.2105681534980312 1:0.1434051419822062 2:0.04624725599570566 3:-0.01427751379686002 4:0.02978932525876658 5:-0.02999300092041854 6:-0.002748695489681856 7:0.06156177456843792 8:-0.02878437574444082 9:-0.1059987977443132
-1 0:0.2343698514681414 1:0.1673790014028512 2:-0.01437178134112466 3:-0.03694924877679304 4:0.06390496803379125 5:-0.06480623613757486 6:0.07803412334143767 7:0.0571669018962223 8:0.03044931800723796 9:0.01729625024994507
-1 0:0.2142841835234697 1:-0.09509875385182148 2:0.1113257331699685 3:-0.00333939340984486 4:0.02643585366998965 5:-0.03492585413018164 6:0.09784555076149459 7:0.001288929737532519 8:-0.002273421924897121 9:0.0001047795960804461
-1 0:0.2867755263567462 1:0.2153651056475087 2:0.01200875619554433 3:0.00284879306763309 4:0.008010170809494071 5:-0.0488090432007352 6:0.07304549424454419 7:0.05447960225659421 8:0.008437718454381678 9:-0.1160617841530546
-1 0:0.2170695234975705 1:0.1107193165678909 2:0.05938208454745766 3:0.004720133580079971 4:0.06239225910045368 5:0.01405120619489934 6:-0.04438678390441929 7:0.1597493410710391 8:-0.06994397718709448 9:0.05792587514867774
1 0:0.2106443583759064 1:0.1704618644905569 2:0.06117924063933402 3:0.04053985262214545 4:0.09278479305561259 5:-0.0342751287401204 6:-0.05009595567063564 7:0.1248912902204493 8:0.001996397649672393 9:0.05501197698306266
1 0:0.2678622596840642 1:0.227613098279211 2:0.08922195890807941 3:0.04208754205332738 4:0.0655916300685636 5:-0.003284713108536146 6:-0.0147358507883665 7:0.2736163511224446 8:-0.02755333795878848 9:0.116554730688003
1 0:0.2119726457597758 1:0.1872469249906981 2:0.01726970520860456 3:0.007799773037413725 4:0.08890363372640127 5:-0.01487366679151224 6:-0.03323399279612962 7:0.1883074925457666 8:-0.02169772074930261 9:0.06980042206711681
1 0:0.2838543192500362 1:0.1582039735253541 2:-0.07772162849640629 3:0.01437051467336472 4:0.05038448530036672 5:-0.02899239242046251 6:0.07068080370688339 7:0.1258955140228215 8:0.05029102103907246 9:-0.04665196880941744
-1 0:0.2116537552562507 1:0.1148786872409769 2:0.04747039022599724 3:-0.0008055307027604323 4:-0.0005987246241586461 5:0.03744681207736826 6:-0.0726195848607688 7:0.07016821162374919 8:-0.05158921291796289 9:0.1155821197430228
-1 0:0.2558907255716379 1:0.1906747781807217 2:0.0735400963172001 3:0.04596474112524056 4:0.02406359362626015 5:0.02883896592379672 6:-0.04395915983622609 7:0.152527731864801 8:-0.07302375969903098 9:0.05448614068205604
1 0:0.2273237544163687 1:0.175370155856786 2:0.0347854755541002 3:0.00764693150250642 4:0.08901579516680683 5:0.0038318973816052 6:-0.01695817738397663 7:0.1545414867951586 8:-0.02754340514937949 9:0.0676500403883913
1 0:0.3064470941693099 1:0.2029626927817499 2:0.05772186225610011 3:0.01921555249202255 4:0.0386073981850751 5:0.00721526631405644 6:-0.07842622504762589 7:0.08555573199083066 8:-0.03265131017480517 9:0.04408393291232368
1 0:0.2764470958437268 1:0.2035345724561905 2:0.05258326369235005 3:0.02027262298281405 4:0.05837411432679605 5:0.005937746040600505 6:-0.04294083198287662 7:0.1302523147987611 8:0.03192577159551954 9:0.01068431444760556
1 0:0.2810980188177284 1:0.2059572658715085 2:0.01792945948513232 3:0.004412898444299326 4:0.1176022292227954 5:-0.034656594459547 6:-0.01283969096553494 7:0.2679456840845588 8:-0.03009259922362102 9:0.06606318433432273
-1 0:0.2812831502522281 1:0.08057541066223237 2:0.0119959488651319 3:-0.01304697343662841 4:0.02277438433357853 5:-0.04759266328625973 6:0.07800414320900072 7:0.0473118723757965 8:0.03852885617358335 9:-0.05589849375257604
-1 0:0.2364510465950867 1:0.118896269561374 2:0.06095077759301007 3:0.02766345354593696 4:0.04091078491899566 5:0.03021970835868777 6:-0.1298345403119892 7:0.1481081136048412 8:-0.07911986293291362 9:0.103674134510989
-1 0:0.2783660208869773 1:0.1582387225702288 2:0.08526901758726103 3:0.006871169466991661 4:0.04548311027359792 5:0.0008105466394652149 6:-0.09605718713745331 7:0.1580659069317043 8:-0.09132067766715 9:0.1165171891426473
1 0:0.2272111258036991 1:0.1738157342387755 2:0.008766635293214475 3:0.02971319646827977 4:0.07510586634467005 5:0.01837459775067618 6:-0.02570853729767544 7:0.2193445232044206 8:-0.04430463579675751 9:0.1058869303941469
-1 0:0.2463073608007514 1:0.123646350569912 2:-0.01180296395820324 3:0.01827588995548506 4:0.01428595610560669 5:-0.01578888451703023 6:-0.00785728252023065 7:0.04539132692056484 8:-0.0112598876497044 9:-0.02766920347285444
-1 0:0.2565840713428869 1:0.1602970759898125 2:-0.01338499160765642 3:0.07091587551877007 4:0.03874546441491965 5:-0.07075376422307079 6:0.03957492290017006 7:0.01912541188967161 8:0.08151525852507649 9:-0.07585311164480324
-1 0:0.3013991260463886 1:0.1669894716118119 2:0.07816572368688841 3:0.04033999237537748 4:-0.01737979627879352 5:0.01053874575557211 6:-0.04257012965718926 7:0.06732115973272505 8:-0.07401484561977165 9:-0.07248656174577318
-1 0:0.179086285821132 1:0.1027046424855579 2:0.0380856749063553 3:0.02289293621810427 4:0.01348048045688244 5:0.02127274306901383 6:-0.07549150688404431 7:0.1336699724834735 8:-0.09223204025788646 9:0.1034910125319111
1 0:0.2107719475660701 1:0.1568737725386688 2:0.01847000668368316 3:0.03461286717915966 4:0.05883703126479874 5:0.02589821428559427 6:-0.05856945449681907 7:0.2107027111520381 8:-0.07708634913166154 9:0.1361407199028155
-1 0:0.2735576850316276 1:0.18212046715222 2:0.02833379038140649 3:0.02628752178509536 4:0.07125220939417108 5:-0.04171865911763425 6:0.01672393944983381 7:0.147271122888109 8:-0.02213152456467309 9:-0.05687004119946002
1 0:0.3164335462081665 1:0.1786377749292619 2:0.02109446047993195 3:0.02042031591914061 4:0.08978581748917353 5:-0.01339614064420628 6:-0.05306514925450716 7:0.2258918891932529 8:-0.115957093093652 9:0.05956365569041037
-1 0:0.2236301131163997 1:0.1496643754734076 2:0.06123953400766265 3:0.01214342609267509 4:0.07997315865660198 5:0.05237886305107009 6:-0.07707044355114931 7:0.1288840317903519 8:-0.04770429894462699 9:0.04649877074528696
1 0:0.3370336383035415 1:0.1688721599951796 2:0.002350751745671035 3:0.04470764081097722 4:0.05453263685127129 5:0.009777858007691756 6:-0.02881625036883741 7:0.2234340338840453 8:-0.02490554499596884 9:0.04371390423176832
1 0:0.2321966406756454 1:0.1647492645692286 2:0.0434459108149667 3:0.03773239106896416 4:0.116335315975462 5:-0.0260187330554332 6:-0.09560841076756967 7:0.2288621265290638 8:-0.05753679359940821 9:0.07310207518201566
-1 0:0.2433995394182536 1:0.1945502478539725 2:-0.03751822476105254 3:0.05153549434795421 4:0.07972908585554407 5:-0.1088083810531239 6:0.09377734696239408 7:0.2384610111739901 8:0.02433509814044919 9:-0.05832760566511745
-1 0:0.2451062774749707 1:0.1119818955454101 2:-0.0287357264832074 3:0.07182018455400317 4:0.03846088581150053 5:-0.08702778102291354 6:0.09440822868152354 7:0.2272511584752787 8:0.03295874113386196 9:-0.05272025169404456
-1 0:0.2449888548696521 1:0.1505882548431529 2:0.1065858059999509 3:0.0235805773780044 4:0.04316811115614794 5:0.05036559274328456 6:-0.0845486696165595 7:0.1622786712357621 8:-0.09757611276424918 9:0.09883595737294168
-1 0:0.2844900763974615 1:0.1494721168971339 2:0.06037163152600078 3:0.0131608879186651 4:0.07605773142346818 5:-0.001183014767068549 6:-0.08716185770455631 7:0.1553083012198828 8:-0.02594005080398457 9:0.09073097114028958
-1 0:0.1808976201407128 1:0.1300658476609079 2:0.05601658174538481 3:0.01849521246067527 4:0.07336381701234979 5:0.003440028124243739 6:-0.1336327775157699 7:0.2156640569139715 8:-0.1392497881436368 9:0.07349591598032752
1 0:0.2468862663531787 1:0.1470086118540646 2:0.03177344774044487 3:0.05346875305404064 4:0.08006161123919828 5:0.0008364098429668933 6:-0.1005110612434839 7:0.2407122771784534 8:-0.09644482036485666 9:0.08745269539258792
1 0:0.3107594161224513 1:0.1776601018282673 2:-0.01158089434427314 3:-0.03536136582683297 4:0.07393846698663468 5:-0.01811477309298791 6:-0.01315535014422659 7:0.1685858913074309 8:-0.03382776528649751 9:0.1589602892162584
-1 0:0.3183668922940233 1:0.2025881406182726 2:0.1046274158577697 3:0.02633860285774048 4:0.03436823777553699 5:0.022648391046022 6:-0.01554651771821911 7:0.1841652158581074 8:-0.1482832354103031 9:0.1206743110986974
-1 0:0.3013430829186433 1:0.1887409420673 2:0.02702046366945283 3:0.01264336147138307 4:0.02206454678577058 5:0.03434695002716184 6:-0.09398740447066582 7:0.1376851734299944 8:-0.1016682506423071 9:0.08095442646200103
-1 0:0.256899161684805 1:0.1995430607350892 2:0.1189088114759686 3:0.0459198106221821 4:0.02229726507467971 5:0.01948720389758178 6:-0.05969660681121851 7:0.1319366969894436 8:-0.09030712055188007 9:0.08867921254555158
-1 0:0.2628899938571697 1:0.109944141357284 2:0.01174706802007513 3:0.01346608210616639 4:0.06303997763893551 5:-0.03155084110031959 6:0.0006611401407139636 7:0.05094350526506298 8:0.0119470928245682 9:-0.02243954386989319
-1 0:0.2123011053668797 1:0.1338212276049655 2:0.05277062422549118 3:0.005253040808769636 4:-0.02624630723626587 5:0.02546987735799308 6:1.257108983947957e-05 7:0.005187909386504914 8:-0.02131953700199709 9:0.003570262847651392
-1 0:0.2721216248280874 1:0.1262235742761427 2:0.02521573569481284 3:-0.02065204601102752 4:-0.01763293202991075 5:0.02421297577568374 6:-0.02263699441078311 7:0.08956880433159821 8:-0.03911436388530634 9:-0.01916711439326685
-1 0:0.2323031681923299 1:0.1584781934545838 2:0.02465809181688167 3:0.03844904905996777 4:0.0454351515484114 5:-0.06172478759416469 6:0.0276684540065839 7:0.04241876591686563 8:-0.02408240942522713 9:0.04498860162277575
-1 0:0.2195126481298237 1:0.1029743802760653 2:0.020551529152908 3:-0.04016640724772502 4:0.03363555713753068 5:0.00910687903708807 6:0.03690683103077121 7:0.1238390197925074 8:-0.03845678171391971 9:-0.06310394686424305
-1 0:0.3195859106172066 1:0.1452218163532952 2:0.01884738273148602 3:0.03756590686956715 4:0.05711778581277086 5:-0.03980911588863648 6:0.0806956043842148 7:0.2175614160523084 8:-0.1022957034877411 9:0.04388668513404055
-1 0:0.2321839493992183 1:0.1276716273759434 2:-0.01079397209298584 3:0.02170889456182062 4:0.0263466881175871 5:-0.02943430185736675 6:-0.003689381919694495 7:-0.004611508283695529 8:0.1243977392482187 9:-0.08300657362859158
-1 0:0.2192868965891808 1:0.1170179488054644 2:-0.04067232201373314 3:0.02317989609965435 4:0.07454755596601177 5:-0.07675840700451517 6:-0.02370730165606448 7:0.1561876133584898 8:0.07296547717717104 9:-0.07531022998529659
1 0:0.1976669914302438 1:0.1038760963633871 2:-0.02520126094172051 3:-0.001839722974068701 4:-0.001826748761592679 5:-0.006984734819091338 6:-0.06694682842535682 7:0.02202211448899467 8:0.01809297728777891 9:-0.02930325865402392
1 0:0.2242912211892775 1:0.1297232609389408 2:0.0684963598238725 3:0.03447306744041203 4:0.02477614596396589 5:0.04614690086223291 6:-0.06568263235191445 7:0.1488173187082335 8:-0.1214508523203595 9:0.09585781238445706
1 0:0.3000092763219268 1:0.1731293908145689 2:0.0381777824325005 3:-0.0009707183106115901 4:0.04091190743675922 5:-0.01197203754764845 6:0.01572641659565887 7:0.09013767263181562 8:-0.006694146533931185 9:-0.01251824882651521
-1 0:0.3367883169735921 1:0.2025172990945097 2:-0.05161332295581026 3:0.04865908840068796 4:0.02479006442413408 5:-0.09607545661141204 6:0.1301001394350386 7:0.1715005438351784 8:0.04774951466351379 9:-0.2151307405672704
-1 0:0.2348075723601173 1:0.09101794498278977 2:-0.06508303523445567 3:-0.07803113010890578 4:0.03483078706940917 5:0.003060264666933322 6:-0.05831737640729567 7:0.05667586853737881 8:0.01559304996180397 9:0.2120613059782915
-1 0:0.2280346877309027 1:0.1190399796761798 2:0.05833530930561075 3:0.0177177594161772 4:-0.05078033009422159 5:0.05083945579070816 6:-0.0512485779377613 7:0.02392671208554268 8:-0.1181077996541492 9:0.02752702416618334
-1 0:0.1861108914872955 1:0.1091162867630981 2:0.05671629957422806 3:0.003400855216500253 4:0.02042729014822291 5:0.005314516912939314 6:-0.05617795905710683 7:0.06565651465462334 8:-0.03965151800491896 9:0.09047161877769527
-1 0:0.2361160941541244 1:0.07012067925899791 2:0.09363775552312796 3:0.02420378007098523 4:0.03534427976006295 5:-0.03661439604325014 6:0.07190312061749694 7:0.1229905195376911 8:-0.0663211340759513 9:0.05518204602647261
-1 0:0.2589499760432809 1:0.187204555830542 2:0.0584811180772114 3:0.01667772221140378 4:-0.05019829428977995 5:0.03116413843370588 6:-0.02783859551500261 7:0.024003994876118 8:-0.03269103549649495 9:-0.04632453791639569
-1 0:0.1608531720725844 1:0.1181896822983741 2:0.02448155188082233 3:0.01734126087544495 4:0.03083203206770599 5:-0.01156872718701091 6:-0.03904066174617175 7:0.07813972456187913 8:-0.03555981167130393 9:0.01774208940930947
-1 0:0.2470655518396325 1:0.1208281231152968 2:0.06637778898639737 3:0.01487829536711693 4:0.05211925886367384 5:0.02488546647800025 6:-0.03689738495100286 7:0.1309910174446597 8:-0.07466367079041818 9:0.08416559668792709
-1 0:0.2000611423209008 1:0.1137881875034601 2:-0.03197742995159766 3:-0.08846478425301475 4:0.03006719862129434 5:-0.03466521743712957 6:0.1134436121057621 7:-0.007060232858065928 8:-0.03767821288027255 9:0.08632356258530639
-1 0:0.279115761484962 1:0.1733549353734973 2:-0.01370638037644114 3:-0.0275125087778553 4:-0.02009882531532513 5:-0.03187699918556273 6:0.08785770714021642 7:-0.08249529061172796 8:0.09185676810330609 9:-0.03787020821513205
-1 0:0.2460561208675363 1:0.1168029175306244 2:0.04470583162320904 3:-0.01867553199273346 4:0.03162959852534517 5:-0.02798262668283177 6:0.03402260660906586 7:0.05784450988103301 8:0.01981213866692511 9:0.0250685714180543
-1 0:0.1993342332305807 1:0.1390958536050863 2:0.02095300301655356 3:0.03027746702917316 4:0.02588339716323344 5:-0.002299547760686279 6:-0.03387290671561802 7:0.01356381485384899 8:0.03270349226136478 9:-0.005310619071928637
-1 0:0.2255485062133817 1:0.09141976748046422 2:-0.03299225359569867 3:-0.01520080316591457 4:0.03988778675409695 5:-0.04084529846037241 6:-0.01541869024969022 7:0.04363434898161751 8:0.06807756142014222 9:0.05310346499546942
-1 0:0.2277134652565576 1:0.1612029841637077 2:0.01099200511919715 3:0.0799037744984924 4:0.06200089236999845 5:-0.04386743185598988 6:-0.03044391662873662 7:0.1757960687922149 8:-0.05610514956834704 9:-0.03972606637294714
-1 0:0.1909479223352193 1:-0.07731387534868836 2:0.03902729342345974 3:-0.1148152176528161 4:0.03445431422908511 5:-0.01219399052236948 6:0.07102165335283278 7:-0.02408050559363482 8:0.03564497782261666 9:-0.004711155781393925
-1 0:0.17785436413173 1:0.1055794166638062 2:0.04513565764073695 3:-0.005856070428523191 4:0.01363516450078322 5:0.006732534459388435 6:-0.03005378364143691 7:0.04937606289872869 8:-0.03770073134787488 9:0.08265700054675067
-1 0:0.2155069828397116 1:0.1131217160821713 2:0.01625458063397144 3:0.05454471989990711 4:-0.02147498506276166 5:-0.003212651377544023 6:-0.007968953540628406 7:0.1017915649912011 8:-0.06284476967587262 9:-0.01474651916137476
1 0:0.2416202419173744 1:0.09457359681820135 2:0.001826219111031686 3:0.02359326637790164 4:0.04868790730426554 5:-0.05187979166985668 6:0.02660306391356005 7:0.04597841326160279 8:0.03340452953208629 9:-0.06992543085395399
-1 0:0.1709352468417241 1:0.001430901497517257 2:-0.0495645899106326 3:0.0417783870625782 4:0.03704550690992331 5:-0.014280418964055 6:0.01957270943709855 7:-0.04072704309227611 8:-0.05245703546668718 9:-0.009311391795027383
-1 0:0.1871515986210181 1:0.05722963564879713 2:0.1899393591400674 3:0.03067804679472434 4:0.007123198307952173 5:0.09014350205551037 6:-0.06658784365901184 7:0.1023306307260241 8:-0.07605743088103983 9:0.08967140629119727
-1 0:0.2414619922712546 1:0.002739397085377792 2:0.1574329847431985 3:0.04784578893040276 4:-0.01407149363592722 5:0.02618768084256078 6:-0.04284440097450917 7:0.02354588066927006 8:-0.02721696300792025 9:0.02190905028609992
-1 0:0.2645301024989495 1:0.1354623730049712 2:-0.06011373637193961 3:0.006804151946972518 4:0.05155453488493555 5:-0.09707373411881653 6:0.1490990074002543 7:0.1801222355171211 8:0.07657296639161221 9:-0.1524399910473495
-1 0:0.2354221044540452 1:-0.03311510037914969 2:0.177994781652471 3:-0.05333581266148716 4:-0.03133163082930716 5:0.04765972650008802 6:-0.004615071410139824 7:0.01328419184551512 8:-0.01283627421985358 9:-0.01998687676481353
